Veldnaam;Veldnaam_export;In_gebruik;Veldtype;p_na;lower;upper;pattern;Uniek;Percentages;Distribution;Opmerkingen
Docenten_03;Docenten_03;TRUE;numeric;12,70182992;1;5;NA;FALSE;4: (35.1%) | 5: (24.0%) | 3: (17.8%) | 2: ( 7.5%) | 1: (15.6%);Q1 = 3  | median = 4  | Q3 =  5  | mean = 3.8  | stdev = 1.04;
Docenten_04;Docenten_04;TRUE;numeric;11,08719053;1;5;NA;FALSE;4: (38.9%) | 5: (25.1%) | 3: (17.8%) | 2: ( 5.8%) | 1: (12.5%);Q1 = 3  | median = 4  | Q3 =  5  | mean = 3.9  | stdev = 0.936;
Docenten_05;Docenten_05;TRUE;numeric;10,9795479;1;5;NA;FALSE;4: (42.7%) | 3: (20.6%) | 5: (18.0%) | 2: ( 5.4%) | 1: (13.3%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.77  | stdev = 0.929;
Docenten_06;Docenten_06;TRUE;numeric;11,08719053;1;5;NA;FALSE;4: (38.1%) | 3: (27.7%) | 5: (13.3%) | 2: ( 6.9%) | 1: (14.0%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.59  | stdev = 0.946;
Docenten_07;Docenten_07;TRUE;numeric;11,08719053;1;5;NA;FALSE;4: (39.0%) | 3: (20.7%) | 5: (19.4%) | 2: ( 7.5%) | 1: (13.5%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.74  | stdev = 0.98;
Docenten_08;Docenten_08;TRUE;numeric;12,91711518;1;5;NA;FALSE;4: (38.2%) | 5: (26.9%) | 3: (16.6%) | 2: ( 4.3%) | 1: (14.0%);Q1 = 3  | median = 4  | Q3 =  5  | mean = 3.98  | stdev = 0.9;
Docenten_09;Docenten_09;TRUE;numeric;31,53928956;1;5;NA;FALSE;4: (26.8%) | 5: (24.9%) | 3: (11.4%) | 2: ( 4.6%) | 1: (32.3%);Q1 = 4  | median = 4  | Q3 =  5  | mean = 4.03  | stdev = 0.949;
Studiebegeleiding;Studiebegeleiding;TRUE;numeric;16,79224973;1;5;NA;FALSE;4: (19.6%) | 3: (10.5%) | 3.66666666666667: ( 8.8%) | 5: ( 7.9%) | 3.33333333333333: ( 7.1%) | 4.33333333333333: ( 6.9%) | 2.66666666666667: ( 4.6%) | 4.66666666666667: ( 4.2%) | 2: ( 3.3%) | Other: (27.0%);Q1 = 3  | median = 3.66666666666667  | Q3 =  4  | mean = 3.56  | stdev = 0.943;
Studiebegeleiding_04;Studiebegeleiding_04;TRUE;numeric;15,06996771;1;5;NA;FALSE;4: (35.4%) | 3: (20.7%) | 5: (18.9%) | 2: ( 7.3%) | 1: (17.7%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.72  | stdev = 1;
Studiebegeleiding_05;Studiebegeleiding_05;TRUE;numeric;24,32723358;1;5;NA;FALSE;4: (34.6%) | 3: (18.1%) | 5: (12.6%) | 2: ( 8.1%) | 1: (26.7%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.62  | stdev = 0.985;
Studiebegeleiding_06;Studiebegeleiding_06;TRUE;numeric;16,89989236;1;5;NA;FALSE;4: (29%) | 3: (25%) | 5: (12%) | 2: (12%) | 1: (23%);Q1 = 3  | median = 3  | Q3 =  4  | mean = 3.36  | stdev = 1.11;
ToetsingBeoordeling;ToetsingBeoordeling;TRUE;numeric;13,0247578;1;5;NA;FALSE;4: (23.9%) | 3.75: (14.5%) | 4.25: ( 7.6%) | 3.5: ( 6.1%) | 3: ( 5.8%) | 5: ( 5.4%) | 3.25: ( 5.3%) | 4.75: ( 5.0%) | 4.5: ( 3.8%) | Other: (22.6%);Q1 = 3.5  | median = 4  | Q3 =  4.25  | mean = 3.8  | stdev = 0.703;
ToetsingBeoordeling_01;ToetsingBeoordeling_01;TRUE;numeric;12,80947255;1;5;NA;FALSE;4: (45.2%) | 3: (18.1%) | 5: (16.0%) | 2: ( 5.8%) | 1: (14.9%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.77  | stdev = 0.905;
ToetsingBeoordeling_02;ToetsingBeoordeling_02;TRUE;numeric;12,91711518;1;5;NA;FALSE;4: (48.4%) | 3: (17.5%) | 5: (16.5%) | 2: ( 3.4%) | 1: (14.1%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.87  | stdev = 0.809;
ToetsingBeoordeling_04;ToetsingBeoordeling_04;TRUE;numeric;13,0247578;1;5;NA;FALSE;4: (49%) | 3: (18%) | 5: (14%) | 2: ( 5%) | 1: (14%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.8  | stdev = 0.814;
ToetsingBeoordeling_05;ToetsingBeoordeling_05;TRUE;numeric;16,89989236;1;5;NA;FALSE;4: (46.7%) | 3: (18.6%) | 5: (12.2%) | 2: ( 4.2%) | 1: (18.3%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.77  | stdev = 0.82;
ToetsingBeoordeling_06;ToetsingBeoordeling_06;TRUE;numeric;12,80947255;1;5;NA;FALSE;3: (65.6%) | 4: (15.9%) | 2: ( 4.0%) | 5: ( 1.4%) | 1: (13.1%);Q1 = 3  | median = 3  | Q3 =  3  | mean = 3.16  | stdev = 0.531;
Informatievoorziening;Informatievoorziening;TRUE;numeric;13,13240043;1;5;NA;FALSE;4: (13.6%) | 3.5: (11.1%) | 3.75: (10.4%) | 3: ( 9.7%) | 3.25: ( 8.3%) | 2.75: ( 6.2%) | 4.25: ( 6.2%) | 2.5: ( 3.8%) | 5: ( 3.3%) | Other: (27.3%);Q1 = 3  | median = 3.5  | Q3 =  4  | mean = 3.5  | stdev = 0.765;
Informatievoorziening_02;Informatievoorziening_02;TRUE;numeric;13,56297094;1;5;NA;FALSE;4: (41.9%) | 3: (21.2%) | 5: (15.6%) | 2: ( 6.4%) | 1: (15.0%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.74  | stdev = 0.894;
Informatievoorziening_03;Informatievoorziening_03;TRUE;numeric;13,24004306;1;5;NA;FALSE;4: (36.9%) | 3: (23.1%) | 5: (14.2%) | 2: ( 9.4%) | 1: (16.4%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.57  | stdev = 1;
Informatievoorziening_04;Informatievoorziening_04;TRUE;numeric;14,96232508;1;5;NA;FALSE;4: (31%) | 3: (25%) | 2: (13%) | 5: (12%) | 1: (19%);Q1 = 3  | median = 3.5  | Q3 =  4  | mean = 3.38  | stdev = 1.06;
Informatievoorziening_05;Informatievoorziening_05;TRUE;numeric;13,13240043;1;5;NA;FALSE;4: (30.1%) | 3: (28.7%) | 2: (12.7%) | 5: ( 9.7%) | 1: (18.7%);Q1 = 3  | median = 3  | Q3 =  4  | mean = 3.29  | stdev = 1.05;
Studierooster;Studierooster;TRUE;numeric;14,85468245;1;5;NA;FALSE;4: (16.8%) | 3.75: ( 9.8%) | 3.5: ( 8.3%) | 3: ( 7.9%) | 5: ( 7.0%) | 4.25: ( 6.5%) | 3.25: ( 5.5%) | 4.5: ( 5.1%) | 4.75: ( 4.4%) | Other: (28.8%);Q1 = 3.25  | median = 3.75  | Q3 =  4.25  | mean = 3.7  | stdev = 0.8;
Studierooster_01;Studierooster_01;TRUE;numeric;14,2088267;1;5;NA;FALSE;4: (32%) | 5: (21%) | 3: (18%) | 2: (12%) | 1: (17%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.66  | stdev = 1.1;
Studierooster_02;Studierooster_02;TRUE;numeric;16,36167922;1;5;NA;FALSE;4: (32%) | 3: (20%) | 5: (14%) | 2: (13%) | 1: (21%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.47  | stdev = 1.1;
Studierooster_03;Studierooster_03;TRUE;numeric;14,6393972;1;5;NA;FALSE;4: (36.2%) | 5: (21.0%) | 3: (18.3%) | 2: ( 8.1%) | 1: (16.5%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.78  | stdev = 0.992;
Studierooster_04;Studierooster_04;TRUE;numeric;15,06996771;1;5;NA;FALSE;4: (43.7%) | 5: (20.3%) | 3: (15.1%) | 2: ( 4.6%) | 1: (16.3%);Q1 = 4  | median = 4  | Q3 =  4  | mean = 3.91  | stdev = 0.868;
Studielast;Studielast;TRUE;numeric;15,60818084;1;5;NA;FALSE;4: (14.0%) | 3.75: (11.6%) | 3.5: (10.4%) | 3.25: ( 9.1%) | 2.75: ( 5.7%) | 3: ( 5.7%) | 4.25: ( 4.8%) | 5: ( 4.1%) | 4.5: ( 3.8%) | Other: (30.7%);Q1 = 3  | median = 3.66666666666667  | Q3 =  4  | mean = 3.55  | stdev = 0.774;
Studielast_01;Studielast_01;TRUE;numeric;15,71582347;1;5;NA;FALSE;4: (38.2%) | 3: (22.4%) | 5: (12.6%) | 2: ( 8.7%) | 1: (18.1%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.59  | stdev = 0.958;
Studielast_02;Studielast_02;TRUE;numeric;15,17761033;1;5;NA;FALSE;4: (43.8%) | 3: (20.7%) | 5: (13.5%) | 2: ( 5.8%) | 1: (16.3%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.74  | stdev = 0.851;
Studielast_04;Studielast_04;TRUE;numeric;17,54574812;1;5;NA;FALSE;4: (30%) | 3: (18%) | 5: (16%) | 2: (12%) | 1: (24%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.46  | stdev = 1.19;
Studielast_05;Studielast_05;TRUE;numeric;16,2540366;1;5;NA;FALSE;4: (33%) | 3: (26%) | 2: (11%) | 5: (10%) | 1: (20%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.41  | stdev = 1.02;
Studielast_06;Studielast_06;TRUE;numeric;99,56942949;3;5;NA;FALSE;3: (  0.22%) | 4: (  0.11%) | 5: ( 99.68%);Q1 = 3  | median = 3.5  | Q3 =  4.25  | mean = 3.75  | stdev = 0.957;
Groepsgrootte;Groepsgrootte;TRUE;numeric;20,77502691;1;5;NA;FALSE;5: (23.90%) | 4: (21.64%) | 4.66666666666667: ( 7.86%) | 4.33333333333333: ( 7.43%) | 3.66666666666667: ( 6.57%) | 3: ( 4.52%) | 3.33333333333333: ( 2.37%) | 4.5: ( 1.40%) | 2.66666666666667: ( 0.86%) | Other: (23.47%);Q1 = 4  | median = 4.33333333333333  | Q3 =  5  | mean = 4.23  | stdev = 0.723;
Groepsgrootte_01;Groepsgrootte_01;TRUE;numeric;22,49730893;1;5;NA;FALSE;4: (34.6%) | 5: (29.2%) | 3: ( 9.6%) | 2: ( 2.9%) | 1: (23.8%);Q1 = 4  | median = 4  | Q3 =  5  | mean = 4.13  | stdev = 0.886;
Groepsgrootte_02;Groepsgrootte_02;TRUE;numeric;19,9138859;1;5;NA;FALSE;5: (40.6%) | 4: (31.9%) | 3: ( 5.7%) | 2: ( 1.5%) | 1: (20.3%);Q1 = 4  | median = 5  | Q3 =  5  | mean = 4.38  | stdev = 0.746;
Groepsgrootte_03;Groepsgrootte_03;TRUE;numeric;27,55651238;1;5;NA;FALSE;4: (30.6%) | 5: (29.1%) | 3: ( 9.7%) | 2: ( 2.5%) | 1: (28.2%);Q1 = 4  | median = 4  | Q3 =  5  | mean = 4.17  | stdev = 0.85;
Stages_02;Stages_02;TRUE;numeric;23,46609257;1;2;NA;FALSE;2: (58%) | 1: (42%);Q1 = 2  | median = 2  | Q3 =  2  | mean = 1.76  | stdev = 0.43;
StageEnOpleiding;StageEnOpleiding;TRUE;numeric;81,91603875;1;5;NA;FALSE;4: ( 4.5%) | 3: ( 3.2%) | 3.5: ( 2.0%) | 2: ( 1.8%) | 2.5: ( 1.7%) | 5: ( 1.6%) | 4.5: ( 1.5%) | 1: ( 1.1%) | 1.5: (82.5%);Q1 = 2.5  | median = 3.5  | Q3 =  4  | mean = 3.3  | stdev = 1.08;
StageEnOpleiding_01;StageEnOpleiding_01;TRUE;numeric;82,77717976;1;5;NA;FALSE;4: ( 5.5%) | 3: ( 4.1%) | 2: ( 3.1%) | 5: ( 3.1%) | 1: (84.2%);Q1 = 2  | median = 3.5  | Q3 =  4  | mean = 3.34  | stdev = 1.2;
StageEnOpleiding_02;StageEnOpleiding_02;TRUE;numeric;82,23896663;1;5;NA;FALSE;4: ( 6.0%) | 3: ( 4.5%) | 2: ( 3.7%) | 5: ( 2.4%) | 1: (83.4%);Q1 = 2  | median = 3  | Q3 =  4  | mean = 3.27  | stdev = 1.13;
StageErvaring;StageErvaring;TRUE;numeric;81,59311087;1;5;NA;FALSE;5: ( 4.52%) | 4: ( 3.98%) | 4.33333333333333: ( 2.48%) | 3.66666666666667: ( 1.83%) | 3.33333333333333: ( 1.51%) | 4.66666666666667: ( 1.40%) | 3: ( 0.75%) | 2.66666666666667: ( 0.65%) | 2: ( 0.43%) | Other: (82.45%);Q1 = 3.66666666666667  | median = 4  | Q3 =  4.66666666666667  | mean = 4.03  | stdev = 0.855;
StageErvaring_01;StageErvaring_01;TRUE;numeric;82,23896663;1;5;NA;FALSE;5: ( 7.2%) | 4: ( 6.4%) | 3: ( 2.0%) | 2: ( 1.9%) | 1: (82.5%);Q1 = 4  | median = 4  | Q3 =  5  | mean = 4.04  | stdev = 1.04;
StageErvaring_02;StageErvaring_02;TRUE;numeric;81,59311087;1;5;NA;FALSE;5: ( 7.97%) | 4: ( 7.21%) | 3: ( 2.26%) | 2: ( 0.75%) | 1: (81.81%);Q1 = 4  | median = 4  | Q3 =  5  | mean = 4.19  | stdev = 0.89;
StageErvaring_03;StageErvaring_03;TRUE;numeric;81,80839612;1;5;NA;FALSE;4: ( 6.4%) | 5: ( 6.0%) | 3: ( 3.9%) | 2: ( 1.3%) | 1: (82.5%);Q1 = 3  | median = 4  | Q3 =  5  | mean = 3.87  | stdev = 1.07;
Studiefaciliteiten;Studiefaciliteiten;TRUE;numeric;15,82346609;1;5;NA;FALSE;4: (10.3%) | 3.66666666666667: ( 6.2%) | 5: ( 6.2%) | 3.5: ( 5.5%) | 3: ( 5.4%) | 3.33333333333333: ( 5.4%) | 3.83333333333333: ( 4.3%) | 2.66666666666667: ( 4.2%) | 3.16666666666667: ( 3.6%) | Other: (48.9%);Q1 = 3  | median = 3.66666666666667  | Q3 =  4  | mean = 3.56  | stdev = 0.809;
Studiefaciliteiten_01;Studiefaciliteiten_01;TRUE;numeric;15,60818084;1;5;NA;FALSE;4: (39%) | 5: (24%) | 3: (15%) | 2: ( 5%) | 1: (18%);Q1 = 3  | median = 4  | Q3 =  5  | mean = 3.92  | stdev = 0.943;
Studiefaciliteiten_02;Studiefaciliteiten_02;TRUE;numeric;16,36167922;1;5;NA;FALSE;4: (31%) | 5: (20%) | 3: (19%) | 2: (11%) | 1: (19%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.64  | stdev = 1.08;
Studiefaciliteiten_03;Studiefaciliteiten_03;TRUE;numeric;16,57696448;1;5;NA;FALSE;4: (24%) | 3: (22%) | 2: (18%) | 5: (13%) | 1: (24%);Q1 = 2  | median = 3  | Q3 =  4  | mean = 3.21  | stdev = 1.19;
Studiefaciliteiten_05;Studiefaciliteiten_05;TRUE;numeric;27,66415501;1;5;NA;FALSE;4: (26.3%) | 3: (17.9%) | 5: (14.7%) | 2: ( 9.9%) | 1: (31.2%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.54  | stdev = 1.11;
Studiefaciliteiten_06;Studiefaciliteiten_06;TRUE;numeric;27,12594187;1;5;NA;FALSE;4: (26.8%) | 3: (21.5%) | 5: (11.4%) | 2: ( 9.5%) | 1: (30.8%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.45  | stdev = 1.06;
Studiefaciliteiten_07;Studiefaciliteiten_07;TRUE;numeric;20,66738428;1;5;NA;FALSE;4: (32.7%) | 3: (23.7%) | 5: (12.4%) | 2: ( 8.1%) | 1: (23.1%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.56  | stdev = 0.975;
Studiefaciliteiten_08;Studiefaciliteiten_08;TRUE;numeric;100;NA;NA;^([0-3])?[0-9]\-([0-1])?[0-9]\-[1-2][0-9]{3}$;FALSE;: (%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
Kwaliteitszorg;Kwaliteitszorg;TRUE;numeric;21,20559742;1;5;NA;FALSE;4: (11.4%) | 3: (10.7%) | 3.5: ( 7.9%) | 3.25: ( 6.8%) | 3.75: ( 6.6%) | 2.75: ( 6.2%) | 2.5: ( 4.6%) | 5: ( 3.8%) | 2: ( 3.2%) | Other: (38.9%);Q1 = 2.75  | median = 3.25  | Q3 =  4  | mean = 3.3  | stdev = 0.882;
Kwaliteitszorg_01;Kwaliteitszorg_01;TRUE;numeric;19,48331539;1;5;NA;FALSE;4: (39.6%) | 3: (22.0%) | 5: (11.4%) | 2: ( 5.2%) | 1: (21.9%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.65  | stdev = 0.903;
Kwaliteitszorg_02;Kwaliteitszorg_02;TRUE;numeric;19,48331539;1;5;NA;FALSE;4: (24.5%) | 3: (23.8%) | 2: (17.5%) | 5: ( 7.5%) | 1: (26.6%);Q1 = 2  | median = 3  | Q3 =  4  | mean = 3.1  | stdev = 1.11;
Kwaliteitszorg_03;Kwaliteitszorg_03;TRUE;numeric;23,03552207;1;5;NA;FALSE;3: (28%) | 4: (25%) | 2: (11%) | 5: ( 8%) | 1: (28%);Q1 = 3  | median = 3  | Q3 =  4  | mean = 3.27  | stdev = 1.03;
Kwaliteitszorg_04;Kwaliteitszorg_04;TRUE;numeric;23,46609257;1;5;NA;FALSE;3: (24.1%) | 4: (22.5%) | 2: (14.6%) | 5: ( 8.2%) | 1: (30.6%);Q1 = 2  | median = 3  | Q3 =  4  | mean = 3.13  | stdev = 1.13;
UitdagendOnderwijs;UitdagendOnderwijs;TRUE;numeric;16,79224973;1;5;NA;FALSE;4: (15.8%) | 3.75: ( 9.0%) | 5: ( 9.0%) | 4.25: ( 8.6%) | 4.5: ( 8.6%) | 3.5: ( 6.9%) | 4.75: ( 5.7%) | 3: ( 5.2%) | 3.25: ( 4.3%) | Other: (26.8%);Q1 = 3.5  | median = 4  | Q3 =  4.5  | mean = 3.87  | stdev = 0.813;
UitdagendOnderwijs_01;UitdagendOnderwijs_01;TRUE;numeric;16,36167922;1;5;NA;FALSE;4: (39.4%) | 5: (20.8%) | 3: (15.9%) | 2: ( 6.2%) | 1: (17.7%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.86  | stdev = 0.927;
UitdagendOnderwijs_02;UitdagendOnderwijs_02;TRUE;numeric;17,22282024;1;5;NA;FALSE;4: (31.5%) | 5: (27.9%) | 3: (13.5%) | 2: ( 7.3%) | 1: (19.8%);Q1 = 3  | median = 4  | Q3 =  5  | mean = 3.9  | stdev = 1.06;
UitdagendOnderwijs_03;UitdagendOnderwijs_03;TRUE;numeric;17,43810549;1;5;NA;FALSE;4: (34.6%) | 5: (21.5%) | 3: (17.7%) | 2: ( 7.3%) | 1: (18.9%);Q1 = 3  | median = 4  | Q3 =  5  | mean = 3.81  | stdev = 0.98;
UitdagendOnderwijs_04;UitdagendOnderwijs_04;TRUE;numeric;16,6846071;1;5;NA;FALSE;4: (36.7%) | 5: (23.9%) | 3: (15.3%) | 2: ( 5.2%) | 1: (18.9%);Q1 = 3  | median = 4  | Q3 =  5  | mean = 3.9  | stdev = 0.976;
Internationalisering;Internationalisering;TRUE;numeric;24,00430571;1;5;NA;FALSE;5: ( 9.7%) | 4: ( 9.4%) | 3: ( 6.1%) | 4.25: ( 5.1%) | 3.5: ( 4.7%) | 2: ( 4.4%) | 3.25: ( 4.4%) | 4.5: ( 4.4%) | 4.75: ( 4.4%) | Other: (47.4%);Q1 = 2.75  | median = 3.5  | Q3 =  4.25  | mean = 3.49  | stdev = 1.09;
Internationalisering_01;Internationalisering_01;TRUE;numeric;23,78902045;1;5;NA;FALSE;4: (22%) | 3: (19%) | 2: (15%) | 5: (15%) | 1: (29%);Q1 = 2  | median = 3  | Q3 =  4  | mean = 3.34  | stdev = 1.2;
Internationalisering_02;Internationalisering_02;TRUE;numeric;24,21959096;1;5;NA;FALSE;5: (22%) | 4: (19%) | 3: (15%) | 2: (14%) | 1: (30%);Q1 = 2  | median = 4  | Q3 =  5  | mean = 3.49  | stdev = 1.28;
Internationalisering_03;Internationalisering_03;TRUE;numeric;22,92787944;1;5;NA;FALSE;5: (23%) | 4: (21%) | 3: (16%) | 2: (13%) | 1: (28%);Q1 = 3  | median = 4  | Q3 =  5  | mean = 3.57  | stdev = 1.24;
Internationalisering_04;Internationalisering_04;TRUE;numeric;22,28202368;1;5;NA;FALSE;4: (23%) | 5: (20%) | 3: (20%) | 2: (11%) | 1: (27%);Q1 = 3  | median = 4  | Q3 =  5  | mean = 3.56  | stdev = 1.17;
Contact_01;Contact_01;TRUE;numeric;19,80624327;1;6;NA;FALSE;3: (32.7%) | 4: (17.3%) | 2: (14.4%) | 5: ( 8.6%) | 6: ( 4.0%) | 1: (22.9%);Q1 = 3  | median = 3  | Q3 =  4  | mean = 3.32  | stdev = 1.15;
Contact_02;Contact_02;TRUE;numeric;19,80624327;1;5;NA;FALSE;3: (63.0%) | 2: ( 9.1%) | 4: ( 6.4%) | 5: ( 1.1%) | 1: (20.5%);Q1 = 3  | median = 3  | Q3 =  3  | mean = 2.98  | stdev = 0.528;
UltimateQuestion;UltimateQuestion;TRUE;numeric;16,89989236;1;5;NA;FALSE;5: (38.9%) | 4: (27.8%) | 3: (11.7%) | 2: ( 3.3%) | 1: (18.3%);Q1 = 4  | median = 4  | Q3 =  5  | mean = 4.2  | stdev = 0.94;
InternationaleStudenten;InternationaleStudenten;TRUE;numeric;82,45425188;1;5;NA;FALSE;4: ( 2.7%) | 3.66666666666667: ( 2.2%) | 3: ( 1.8%) | 3.33333333333333: ( 1.8%) | 2: ( 1.7%) | 5: ( 1.5%) | 4.33333333333333: ( 1.3%) | 2.66666666666667: ( 1.2%) | 2.33333333333333: ( 1.1%) | Other: (84.7%);Q1 = 2.66666666666667  | median = 3.5  | Q3 =  4  | mean = 3.4  | stdev = 0.98;
InternationaleStudenten_05;InternationaleStudenten_05;TRUE;numeric;82,45425188;1;5;NA;FALSE;4: ( 6.6%) | 3: ( 3.8%) | 5: ( 3.8%) | 2: ( 2.2%) | 1: (83.7%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.53  | stdev = 1.17;
InternationaleStudenten_06;InternationaleStudenten_06;TRUE;numeric;83,53067815;1;5;NA;FALSE;4: ( 4.7%) | 3: ( 4.4%) | 2: ( 3.2%) | 1: ( 2.5%) | 5: (85.1%);Q1 = 2  | median = 3  | Q3 =  4  | mean = 2.99  | stdev = 1.22;
InternationaleStudenten_03;InternationaleStudenten_03;TRUE;numeric;82,34660926;1;5;NA;FALSE;5: ( 6.0%) | 3: ( 4.7%) | 4: ( 3.4%) | 2: ( 2.5%) | 1: (83.3%);Q1 = 3  | median = 4  | Q3 =  5  | mean = 3.63  | stdev = 1.24;
EngelsTaalaanbod;EngelsTaalaanbod;TRUE;numeric;81,37782562;2;5;NA;FALSE;5: (10.55%) | 4.5: ( 3.98%) | 4: ( 3.12%) | 3.5: ( 0.43%) | 3: ( 0.32%) | 2: ( 0.11%) | 2.5: (81.49%);Q1 = 4.5  | median = 5  | Q3 =  5  | mean = 4.62  | stdev = 0.54;
EngelsTaalaanbod_01;EngelsTaalaanbod_01;TRUE;numeric;81,91603875;1;5;NA;FALSE;5: (15.18%) | 4: ( 2.05%) | 3: ( 0.54%) | 2: ( 0.22%) | 1: (82.02%);Q1 = 5  | median = 5  | Q3 =  5  | mean = 4.77  | stdev = 0.619;
EngelsTaalaanbod_02;EngelsTaalaanbod_02;TRUE;numeric;81,37782562;1;5;NA;FALSE;5: (11.52%) | 4: ( 5.27%) | 3: ( 1.51%) | 2: ( 0.22%) | 1: (81.49%);Q1 = 4  | median = 5  | Q3 =  5  | mean = 4.5  | stdev = 0.744;
HebJeFunctiebeperkingAandoeningZiekte;HebJeFunctiebeperkingAandoeningZiekte;TRUE;numeric;40,90419806;0;1;NA;FALSE;0: (50%) | 1: (50%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.153  | stdev = 0.36;
Toestemmingsvraag2;Toestemmingsvraag2;TRUE;numeric;90,95801938;1;1;NA;FALSE;1: (100%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1  | stdev = 0;
FunctiebeperkingAandoeningZiekte;FunctiebeperkingAandoeningZiekte;TRUE;numeric;92,6803014;2;5;NA;FALSE;3: ( 0.65%) | 4: ( 0.65%) | 2: ( 0.32%) | 2.9: ( 0.32%) | 3.8: ( 0.32%) | 2.3: ( 0.22%) | 2.8: ( 0.22%) | 3.4: ( 0.22%) | 3.44444444444444: ( 0.22%) | Other: (96.88%);Q1 = 2.825  | median = 3.25396825396825  | Q3 =  3.82222222222222  | mean = 3.27  | stdev = 0.807;
FunctiebeperkingAandoeningZiekte01;FunctiebeperkingAandoeningZiekte01;TRUE;numeric;91,92680301;1;5;NA;FALSE;2: ( 3.34%) | 3: ( 2.26%) | 4: ( 1.61%) | 1: ( 0.65%) | 5: (92.14%);Q1 = 2  | median = 3  | Q3 =  3  | mean = 2.68  | stdev = 0.975;
FunctiebeperkingAandoeningZiekte02;FunctiebeperkingAandoeningZiekte02;TRUE;numeric;92,24973089;1;5;NA;FALSE;4: ( 2.3%) | 3: ( 2.2%) | 2: ( 1.6%) | 1: ( 1.2%) | 5: (92.8%);Q1 = 2  | median = 3  | Q3 =  4  | mean = 2.92  | stdev = 1.18;
FunctiebeperkingAandoeningZiekte09;FunctiebeperkingAandoeningZiekte09;TRUE;numeric;92,24973089;1;5;NA;FALSE;4: ( 3.77%) | 3: ( 1.72%) | 5: ( 1.18%) | 1: ( 0.54%) | 2: (92.79%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.58  | stdev = 1.06;
FunctiebeperkingAandoeningZiekte03;FunctiebeperkingAandoeningZiekte03;TRUE;numeric;94,07965554;2;5;NA;FALSE;4: ( 2.80%) | 5: ( 1.83%) | 3: ( 0.97%) | 2: (94.40%);Q1 = 4  | median = 4  | Q3 =  5  | mean = 4.04  | stdev = 0.838;
FunctiebeperkingAandoeningZiekte04;FunctiebeperkingAandoeningZiekte04;TRUE;numeric;93,32615716;1;5;NA;FALSE;3: ( 2.58%) | 4: ( 1.51%) | 2: ( 1.08%) | 1: ( 0.97%) | 5: (93.86%);Q1 = 2  | median = 3  | Q3 =  4  | mean = 2.94  | stdev = 1.14;
FunctiebeperkingAandoeningZiekte10;FunctiebeperkingAandoeningZiekte10;TRUE;numeric;92,89558665;1;5;NA;FALSE;4: ( 2.3%) | 3: ( 2.0%) | 5: ( 1.2%) | 2: ( 1.1%) | 1: (93.4%);Q1 = 3  | median = 3  | Q3 =  4  | mean = 3.35  | stdev = 1.16;
FunctiebeperkingAandoeningZiekte05;FunctiebeperkingAandoeningZiekte05;TRUE;numeric;92,78794403;1;5;NA;FALSE;4: ( 2.69%) | 3: ( 1.94%) | 5: ( 1.29%) | 2: ( 0.97%) | 1: (93.11%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.51  | stdev = 1.08;
FunctiebeperkingAandoeningZiekte06;FunctiebeperkingAandoeningZiekte06;TRUE;numeric;93,32615716;1;5;NA;FALSE;3: ( 2.05%) | 4: ( 1.83%) | 2: ( 1.51%) | 5: ( 0.86%) | 1: (93.76%);Q1 = 2  | median = 3  | Q3 =  4  | mean = 3.18  | stdev = 1.12;
