Veldnaam;Veldnaam_export;In_gebruik;Veldtype;p_na;lower;upper;pattern;Uniek;Percentages;Distribution;Opmerkingen
BETROKKENHEIDCONTACT_07;BETROKKENHEIDCONTACT_07;TRUE;numeric;7,03384207;1;5;NA;FALSE;4: (43.1%) | 3: (22.5%) | 5: (16.8%) | 2: ( 8.2%) | 1: ( 9.4%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.68  | stdev = 0.953;
BETROKKENHEIDCONTACT_08;BETROKKENHEIDCONTACT_08;TRUE;numeric;7,03384207;1;5;NA;FALSE;4: (43.8%) | 5: (21.4%) | 3: (20.6%) | 2: ( 6.0%) | 1: ( 8.2%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.84  | stdev = 0.892;
BETROKKENHEIDCONTACT_09;BETROKKENHEIDCONTACT_09;TRUE;numeric;7,03384207;1;5;NA;FALSE;4: (43.1%) | 5: (30.6%) | 3: (14.1%) | 2: ( 4.4%) | 1: ( 7.8%);Q1 = 4  | median = 4  | Q3 =  5  | mean = 4.06  | stdev = 0.862;
TOESTEMMINGSVRAAG_ONDERSTEUNING;TOESTEMMINGSVRAAG_ONDERSTEUNING;TRUE;numeric;7,166556072;1;2;NA;FALSE;2: (69%) | 1: (31%);Q1 = 1  | median = 2  | Q3 =  2  | mean = 1.75  | stdev = 0.435;
ONDERSTEUNING_01_ADHD;ONDERSTEUNING_01_ADHD;TRUE;numeric;76,64233577;0;1;NA;FALSE;0: (19%) | 1: (81%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.185  | stdev = 0.389;
ONDERSTEUNING_01_AUTISME;ONDERSTEUNING_01_AUTISME;TRUE;numeric;76,64233577;0;1;NA;FALSE;0: (22%) | 1: (78%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.0653  | stdev = 0.247;
ONDERSTEUNING_01_DYSLEXIE;ONDERSTEUNING_01_DYSLEXIE;TRUE;numeric;76,64233577;0;1;NA;FALSE;0: (21%) | 1: (79%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.105  | stdev = 0.307;
ONDERSTEUNING_01_CHRONISCH;ONDERSTEUNING_01_CHRONISCH;TRUE;numeric;76,64233577;0;1;NA;FALSE;0: (21%) | 1: (79%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.102  | stdev = 0.303;
ONDERSTEUNING_01_PSYCHISCH;ONDERSTEUNING_01_PSYCHISCH;TRUE;numeric;76,64233577;0;1;NA;FALSE;0: (19%) | 1: (81%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.207  | stdev = 0.406;
ONDERSTEUNING_01_VISUEELAUDITIEF;ONDERSTEUNING_01_VISUEELAUDITIEF;TRUE;numeric;76,64233577;0;1;NA;FALSE;0: (23%) | 1: (77%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.0341  | stdev = 0.182;
ONDERSTEUNING_01_MOTORISCH;ONDERSTEUNING_01_MOTORISCH;TRUE;numeric;76,64233577;0;1;NA;FALSE;0: (23%) | 1: (77%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.00852  | stdev = 0.0921;
ONDERSTEUNING_01_HERSTEL;ONDERSTEUNING_01_HERSTEL;TRUE;numeric;76,64233577;0;1;NA;FALSE;0: (23%) | 1: (77%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.0114  | stdev = 0.106;
ONDERSTEUNING_01_TOPSPORT;ONDERSTEUNING_01_TOPSPORT;TRUE;numeric;76,64233577;0;1;NA;FALSE;0: (23%) | 1: (77%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.0114  | stdev = 0.106;
ONDERSTEUNING_01_ONDERNEMERSCHAP;ONDERSTEUNING_01_ONDERNEMERSCHAP;TRUE;numeric;76,64233577;0;1;NA;FALSE;0: (23%) | 1: (77%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.00852  | stdev = 0.0921;
ONDERSTEUNING_01_FAMILIE;ONDERSTEUNING_01_FAMILIE;TRUE;numeric;76,64233577;0;1;NA;FALSE;0: (22%) | 1: (78%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.0682  | stdev = 0.252;
ONDERSTEUNING_01_PERSOONLIJK;ONDERSTEUNING_01_PERSOONLIJK;TRUE;numeric;76,64233577;0;1;NA;FALSE;0: (23%) | 1: (77%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.0142  | stdev = 0.119;
ONDERSTEUNING_01_ANDERS;ONDERSTEUNING_01_ANDERS;TRUE;numeric;76,64233577;0;1;NA;FALSE;0: (23%) | 1: (77%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.0114  | stdev = 0.106;
ONDERSTEUNING_01_WILNIETZEGGEN;ONDERSTEUNING_01_WILNIETZEGGEN;TRUE;numeric;76,64233577;0;1;NA;FALSE;0: (22%) | 1: (78%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 0.054  | stdev = 0.226;
ONDERSTEUNING_01_GEENVANDEZE;ONDERSTEUNING_01_GEENVANDEZE;TRUE;numeric;76,64233577;0;1;NA;FALSE;0: (14%) | 1: (86%);Q1 = 0  | median = 0  | Q3 =  1  | mean = 0.386  | stdev = 0.488;
ONDERSTEUNING_02_ADHD;ONDERSTEUNING_02_ADHD;TRUE;numeric;95,68679496;2;5;NA;FALSE;4: ( 1.9%) | 3: ( 1.3%) | 5: ( 0.8%) | 2: (96.0%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.75  | stdev = 0.83;
ONDERSTEUNING_02_AUTISME;ONDERSTEUNING_02_AUTISME;TRUE;numeric;98,47378898;2;5;NA;FALSE;3: ( 0.93%) | 4: ( 0.33%) | 2: ( 0.20%) | 5: (98.54%);Q1 = 3  | median = 3  | Q3 =  3.5  | mean = 3.17  | stdev = 0.717;
ONDERSTEUNING_02_DYSLEXIE;ONDERSTEUNING_02_DYSLEXIE;TRUE;numeric;97,54479098;1;4;NA;FALSE;3: ( 1.46%) | 4: ( 0.46%) | 2: ( 0.33%) | 1: (97.74%);Q1 = 3  | median = 3  | Q3 =  3  | mean = 2.89  | stdev = 0.809;
ONDERSTEUNING_02_CHRONISCH;ONDERSTEUNING_02_CHRONISCH;TRUE;numeric;97,61114798;1;5;NA;FALSE;3: ( 1.13%) | 4: ( 0.46%) | 2: ( 0.33%) | 5: ( 0.33%) | 1: (97.74%);Q1 = 3  | median = 3  | Q3 =  4  | mean = 3.22  | stdev = 1.05;
ONDERSTEUNING_02_PSYCHISCH;ONDERSTEUNING_02_PSYCHISCH;TRUE;numeric;95,15593895;2;5;NA;FALSE;4: ( 2.3%) | 3: ( 1.3%) | 5: ( 1.0%) | 2: (95.4%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.82  | stdev = 0.822;
ONDERSTEUNING_02_VISUEELAUDITIEF;ONDERSTEUNING_02_VISUEELAUDITIEF;TRUE;numeric;99,20371599;2;5;NA;FALSE;3: ( 0.332%) | 4: ( 0.332%) | 2: ( 0.066%) | 5: (99.270%);Q1 = 3  | median = 3.5  | Q3 =  4  | mean = 3.5  | stdev = 0.798;
ONDERSTEUNING_02_MOTORISCH;ONDERSTEUNING_02_MOTORISCH;TRUE;numeric;99,800929;4;4;NA;FALSE;4: (100%);Q1 = 4  | median = 4  | Q3 =  4  | mean = 4  | stdev = 0;
ONDERSTEUNING_02_HERSTEL;ONDERSTEUNING_02_HERSTEL;TRUE;numeric;99,734572;3;5;NA;FALSE;4: (  0.133%) | 3: (  0.066%) | 5: ( 99.801%);Q1 = 3.75  | median = 4  | Q3 =  4.25  | mean = 4  | stdev = 0.816;
ONDERSTEUNING_02_TOPSPORT;ONDERSTEUNING_02_TOPSPORT;TRUE;numeric;99,734572;2;4;NA;FALSE;3: (  0.133%) | 2: (  0.066%) | 4: ( 99.801%);Q1 = 2.75  | median = 3  | Q3 =  3.25  | mean = 3  | stdev = 0.816;
ONDERSTEUNING_02_ONDERNEMERSCHAP;ONDERSTEUNING_02_ONDERNEMERSCHAP;TRUE;numeric;99,800929;2;3;NA;FALSE;3: (  0.13%) | 2: ( 99.87%);Q1 = 2.5  | median = 3  | Q3 =  3  | mean = 2.67  | stdev = 0.577;
ONDERSTEUNING_02_FAMILIE;ONDERSTEUNING_02_FAMILIE;TRUE;numeric;98,40743198;1;5;NA;FALSE;3: ( 0.73%) | 4: ( 0.53%) | 5: ( 0.27%) | 1: (98.47%);Q1 = 3  | median = 3.5  | Q3 =  4  | mean = 3.58  | stdev = 0.929;
ONDERSTEUNING_02_PERSOONLIJK;ONDERSTEUNING_02_PERSOONLIJK;TRUE;numeric;99,668215;3;5;NA;FALSE;3: (  0.27%) | 5: ( 99.73%);Q1 = 3  | median = 3  | Q3 =  3  | mean = 3.4  | stdev = 0.894;
ONDERSTEUNING_02_ANDERS;ONDERSTEUNING_02_ANDERS;TRUE;numeric;99,734572;3;4;NA;FALSE;4: (  0.2%) | 3: ( 99.8%);Q1 = 3.75  | median = 4  | Q3 =  4  | mean = 3.75  | stdev = 0.5;
ONDERSTEUNING_03_TOETS_ADHD;ONDERSTEUNING_03_TOETS_ADHD;TRUE;numeric;95,75315196;1;3;NA;FALSE;3: ( 2.1%) | 2: ( 1.6%) | 1: (96.4%);Q1 = 2  | median = 2  | Q3 =  3  | mean = 2.34  | stdev = 0.718;
ONDERSTEUNING_03_TOETS_AUTISME;ONDERSTEUNING_03_TOETS_AUTISME;TRUE;numeric;98,54014599;1;3;NA;FALSE;3: ( 0.86%) | 1: ( 0.40%) | 2: (98.74%);Q1 = 1.25  | median = 3  | Q3 =  3  | mean = 2.32  | stdev = 0.894;
ONDERSTEUNING_03_TOETS_DYSLEXIE;ONDERSTEUNING_03_TOETS_DYSLEXIE;TRUE;numeric;97,74386198;1;3;NA;FALSE;3: ( 1.92%) | 2: ( 0.27%) | 1: (97.81%);Q1 = 3  | median = 3  | Q3 =  3  | mean = 2.82  | stdev = 0.459;
ONDERSTEUNING_03_TOETS_CHRONISCH;ONDERSTEUNING_03_TOETS_CHRONISCH;TRUE;numeric;97,81021898;1;3;NA;FALSE;1: ( 0.80%) | 2: ( 0.73%) | 3: (98.47%);Q1 = 1  | median = 2  | Q3 =  3  | mean = 1.94  | stdev = 0.827;
ONDERSTEUNING_03_TOETS_PSYCHISCH;ONDERSTEUNING_03_TOETS_PSYCHISCH;TRUE;numeric;95,28865295;1;3;NA;FALSE;1: ( 2.3%) | 2: ( 1.7%) | 3: (96.0%);Q1 = 1  | median = 2  | Q3 =  2  | mean = 1.66  | stdev = 0.736;
ONDERSTEUNING_03_TOETS_VISUEELAUDITIEF;ONDERSTEUNING_03_TOETS_VISUEELAUDITIEF;TRUE;numeric;99,27007299;1;3;NA;FALSE;3: ( 0.53%) | 2: ( 0.13%) | 1: (99.34%);Q1 = 2.5  | median = 3  | Q3 =  3  | mean = 2.64  | stdev = 0.674;
ONDERSTEUNING_03_TOETS_MOTORISCH;ONDERSTEUNING_03_TOETS_MOTORISCH;TRUE;numeric;99,800929;1;3;NA;FALSE;3: (  0.13%) | 1: ( 99.87%);Q1 = 2  | median = 3  | Q3 =  3  | mean = 2.33  | stdev = 1.15;
ONDERSTEUNING_03_TOETS_HERSTEL;ONDERSTEUNING_03_TOETS_HERSTEL;TRUE;numeric;99,867286;1;3;NA;FALSE;1: (  0.066%) | 3: ( 99.934%);Q1 = 1.5  | median = 2  | Q3 =  2.5  | mean = 2  | stdev = 1.41;
ONDERSTEUNING_03_TOETS_TOPSPORT;ONDERSTEUNING_03_TOETS_TOPSPORT;TRUE;numeric;99,734572;1;3;NA;FALSE;3: (  0.133%) | 1: (  0.066%) | 2: ( 99.801%);Q1 = 1.75  | median = 2.5  | Q3 =  3  | mean = 2.25  | stdev = 0.957;
ONDERSTEUNING_03_TOETS_ONDERNEMERSCHAP;ONDERSTEUNING_03_TOETS_ONDERNEMERSCHAP;TRUE;numeric;99,800929;1;1;NA;FALSE;1: (100%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1  | stdev = 0;
ONDERSTEUNING_03_TOETS_FAMILIE;ONDERSTEUNING_03_TOETS_FAMILIE;TRUE;numeric;98,40743198;1;3;NA;FALSE;1: ( 0.86%) | 2: ( 0.60%) | 3: (98.54%);Q1 = 1  | median = 1  | Q3 =  2  | mean = 1.54  | stdev = 0.658;
ONDERSTEUNING_03_TOETS_PERSOONLIJK;ONDERSTEUNING_03_TOETS_PERSOONLIJK;TRUE;numeric;99,668215;1;3;NA;FALSE;1: (  0.27%) | 3: ( 99.73%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1.4  | stdev = 0.894;
ONDERSTEUNING_03_TOETS_ANDERS;ONDERSTEUNING_03_TOETS_ANDERS;TRUE;numeric;99,734572;2;3;NA;FALSE;2: (  0.2%) | 3: ( 99.8%);Q1 = 2  | median = 2  | Q3 =  2.25  | mean = 2.25  | stdev = 0.5;
ONDERSTEUNING_03_ONDERWIJS_ADHD;ONDERSTEUNING_03_ONDERWIJS_ADHD;TRUE;numeric;95,75315196;1;3;NA;FALSE;1: ( 2.85%) | 2: ( 0.86%) | 3: (96.28%);Q1 = 1  | median = 1  | Q3 =  2  | mean = 1.45  | stdev = 0.711;
ONDERSTEUNING_03_ONDERWIJS_AUTISME;ONDERSTEUNING_03_ONDERWIJS_AUTISME;TRUE;numeric;98,54014599;1;3;NA;FALSE;1: ( 0.8%) | 2: ( 0.4%) | 3: (98.8%);Q1 = 1  | median = 1  | Q3 =  2  | mean = 1.64  | stdev = 0.79;
ONDERSTEUNING_03_ONDERWIJS_DYSLEXIE;ONDERSTEUNING_03_ONDERWIJS_DYSLEXIE;TRUE;numeric;97,74386198;1;3;NA;FALSE;1: ( 1.2%) | 3: ( 0.6%) | 2: (98.2%);Q1 = 1  | median = 1  | Q3 =  2.75  | mean = 1.74  | stdev = 0.864;
ONDERSTEUNING_03_ONDERWIJS_CHRONISCH;ONDERSTEUNING_03_ONDERWIJS_CHRONISCH;TRUE;numeric;97,81021898;1;3;NA;FALSE;1: ( 1.3%) | 2: ( 0.6%) | 3: (98.1%);Q1 = 1  | median = 1  | Q3 =  2  | mean = 1.52  | stdev = 0.712;
ONDERSTEUNING_03_ONDERWIJS_PSYCHISCH;ONDERSTEUNING_03_ONDERWIJS_PSYCHISCH;TRUE;numeric;95,28865295;1;3;NA;FALSE;1: ( 3.1%) | 2: ( 1.1%) | 3: (95.8%);Q1 = 1  | median = 1  | Q3 =  2  | mean = 1.46  | stdev = 0.693;
ONDERSTEUNING_03_ONDERWIJS_VISUEELAUDITIEF;ONDERSTEUNING_03_ONDERWIJS_VISUEELAUDITIEF;TRUE;numeric;99,27007299;1;3;NA;FALSE;3: ( 0.46%) | 1: ( 0.20%) | 2: (99.34%);Q1 = 1.5  | median = 3  | Q3 =  3  | mean = 2.36  | stdev = 0.924;
ONDERSTEUNING_03_ONDERWIJS_MOTORISCH;ONDERSTEUNING_03_ONDERWIJS_MOTORISCH;TRUE;numeric;99,800929;1;3;NA;FALSE;1: (  0.066%) | 2: (  0.066%) | 3: ( 99.867%);Q1 = 1.5  | median = 2  | Q3 =  2.5  | mean = 2  | stdev = 1;
ONDERSTEUNING_03_ONDERWIJS_HERSTEL;ONDERSTEUNING_03_ONDERWIJS_HERSTEL;TRUE;numeric;99,867286;1;3;NA;FALSE;1: (  0.066%) | 3: ( 99.934%);Q1 = 1.5  | median = 2  | Q3 =  2.5  | mean = 2  | stdev = 1.41;
ONDERSTEUNING_03_ONDERWIJS_TOPSPORT;ONDERSTEUNING_03_ONDERWIJS_TOPSPORT;TRUE;numeric;99,734572;1;3;NA;FALSE;1: (  0.133%) | 2: (  0.066%) | 3: ( 99.801%);Q1 = 1  | median = 1.5  | Q3 =  2.25  | mean = 1.75  | stdev = 0.957;
ONDERSTEUNING_03_ONDERWIJS_ONDERNEMERSCHAP;ONDERSTEUNING_03_ONDERWIJS_ONDERNEMERSCHAP;TRUE;numeric;99,800929;1;1;NA;FALSE;1: (100%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1  | stdev = 0;
ONDERSTEUNING_03_ONDERWIJS_FAMILIE;ONDERSTEUNING_03_ONDERWIJS_FAMILIE;TRUE;numeric;98,40743198;1;3;NA;FALSE;1: ( 1.13%) | 2: ( 0.27%) | 3: (98.61%);Q1 = 1  | median = 1  | Q3 =  2  | mean = 1.42  | stdev = 0.717;
ONDERSTEUNING_03_ONDERWIJS_PERSOONLIJK;ONDERSTEUNING_03_ONDERWIJS_PERSOONLIJK;TRUE;numeric;99,668215;1;3;NA;FALSE;1: (  0.27%) | 3: ( 99.73%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1.4  | stdev = 0.894;
ONDERSTEUNING_03_ONDERWIJS_ANDERS;ONDERSTEUNING_03_ONDERWIJS_ANDERS;TRUE;numeric;99,734572;1;3;NA;FALSE;2: (  0.133%) | 1: (  0.066%) | 3: ( 99.801%);Q1 = 1.75  | median = 2  | Q3 =  2.25  | mean = 2  | stdev = 0.816;
ONDERSTEUNING_03_ZELFSTUDIE_ADHD;ONDERSTEUNING_03_ZELFSTUDIE_ADHD;TRUE;numeric;95,75315196;1;3;NA;FALSE;1: ( 2.6%) | 2: ( 1.2%) | 3: (96.2%);Q1 = 1  | median = 1  | Q3 =  2  | mean = 1.5  | stdev = 0.69;
ONDERSTEUNING_03_ZELFSTUDIE_AUTISME;ONDERSTEUNING_03_ZELFSTUDIE_AUTISME;TRUE;numeric;98,54014599;1;3;NA;FALSE;1: ( 0.93%) | 2: ( 0.27%) | 3: (98.81%);Q1 = 1  | median = 1  | Q3 =  2  | mean = 1.55  | stdev = 0.8;
ONDERSTEUNING_03_ZELFSTUDIE_DYSLEXIE;ONDERSTEUNING_03_ZELFSTUDIE_DYSLEXIE;TRUE;numeric;97,74386198;1;3;NA;FALSE;1: ( 1.59%) | 2: ( 0.53%) | 3: (97.88%);Q1 = 1  | median = 1  | Q3 =  2  | mean = 1.35  | stdev = 0.597;
ONDERSTEUNING_03_ZELFSTUDIE_CHRONISCH;ONDERSTEUNING_03_ZELFSTUDIE_CHRONISCH;TRUE;numeric;97,81021898;1;3;NA;FALSE;1: ( 1.53%) | 2: ( 0.53%) | 3: (97.94%);Q1 = 1  | median = 1  | Q3 =  2  | mean = 1.36  | stdev = 0.603;
ONDERSTEUNING_03_ZELFSTUDIE_PSYCHISCH;ONDERSTEUNING_03_ZELFSTUDIE_PSYCHISCH;TRUE;numeric;95,28865295;1;3;NA;FALSE;1: ( 3.1%) | 2: ( 1.5%) | 3: (95.4%);Q1 = 1  | median = 1  | Q3 =  2  | mean = 1.38  | stdev = 0.544;
ONDERSTEUNING_03_ZELFSTUDIE_VISUEELAUDITIEF;ONDERSTEUNING_03_ZELFSTUDIE_VISUEELAUDITIEF;TRUE;numeric;99,27007299;1;3;NA;FALSE;1: ( 0.27%) | 3: ( 0.27%) | 2: (99.47%);Q1 = 1  | median = 2  | Q3 =  3  | mean = 2  | stdev = 0.894;
ONDERSTEUNING_03_ZELFSTUDIE_MOTORISCH;ONDERSTEUNING_03_ZELFSTUDIE_MOTORISCH;TRUE;numeric;99,800929;1;2;NA;FALSE;2: (  0.13%) | 1: ( 99.87%);Q1 = 1.5  | median = 2  | Q3 =  2  | mean = 1.67  | stdev = 0.577;
ONDERSTEUNING_03_ZELFSTUDIE_HERSTEL;ONDERSTEUNING_03_ZELFSTUDIE_HERSTEL;TRUE;numeric;99,867286;1;2;NA;FALSE;1: (  0.066%) | 2: ( 99.934%);Q1 = 1.25  | median = 1.5  | Q3 =  1.75  | mean = 1.5  | stdev = 0.707;
ONDERSTEUNING_03_ZELFSTUDIE_TOPSPORT;ONDERSTEUNING_03_ZELFSTUDIE_TOPSPORT;TRUE;numeric;99,734572;1;2;NA;FALSE;1: (  0.13%) | 2: ( 99.87%);Q1 = 1  | median = 1.5  | Q3 =  2  | mean = 1.5  | stdev = 0.577;
ONDERSTEUNING_03_ZELFSTUDIE_ONDERNEMERSCHAP;ONDERSTEUNING_03_ZELFSTUDIE_ONDERNEMERSCHAP;TRUE;numeric;99,800929;1;1;NA;FALSE;1: (100%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1  | stdev = 0;
ONDERSTEUNING_03_ZELFSTUDIE_FAMILIE;ONDERSTEUNING_03_ZELFSTUDIE_FAMILIE;TRUE;numeric;98,40743198;1;3;NA;FALSE;1: ( 1.00%) | 2: ( 0.46%) | 3: (98.54%);Q1 = 1  | median = 1  | Q3 =  2  | mean = 1.46  | stdev = 0.658;
ONDERSTEUNING_03_ZELFSTUDIE_PERSOONLIJK;ONDERSTEUNING_03_ZELFSTUDIE_PERSOONLIJK;TRUE;numeric;99,668215;1;3;NA;FALSE;1: (  0.27%) | 3: ( 99.73%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1.4  | stdev = 0.894;
ONDERSTEUNING_03_ZELFSTUDIE_ANDERS;ONDERSTEUNING_03_ZELFSTUDIE_ANDERS;TRUE;numeric;99,734572;1;3;NA;FALSE;1: (  0.133%) | 2: (  0.066%) | 3: ( 99.801%);Q1 = 1  | median = 1.5  | Q3 =  2.25  | mean = 1.75  | stdev = 0.957;
ONDERSTEUNING_03_FINANCIEEL_ADHD;ONDERSTEUNING_03_FINANCIEEL_ADHD;TRUE;numeric;95,75315196;1;3;NA;FALSE;1: ( 3.72%) | 2: ( 0.33%) | 3: (95.95%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1.17  | stdev = 0.49;
ONDERSTEUNING_03_FINANCIEEL_AUTISME;ONDERSTEUNING_03_FINANCIEEL_AUTISME;TRUE;numeric;98,54014599;1;3;NA;FALSE;1: ( 1.19%) | 2: ( 0.13%) | 3: (98.67%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1.27  | stdev = 0.631;
ONDERSTEUNING_03_FINANCIEEL_DYSLEXIE;ONDERSTEUNING_03_FINANCIEEL_DYSLEXIE;TRUE;numeric;97,74386198;1;2;NA;FALSE;1: ( 2.2%) | 2: (97.8%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1.03  | stdev = 0.171;
ONDERSTEUNING_03_FINANCIEEL_CHRONISCH;ONDERSTEUNING_03_FINANCIEEL_CHRONISCH;TRUE;numeric;97,81021898;1;3;NA;FALSE;1: ( 1.53%) | 2: ( 0.33%) | 3: (98.14%);Q1 = 1  | median = 1  | Q3 =  2  | mean = 1.45  | stdev = 0.754;
ONDERSTEUNING_03_FINANCIEEL_PSYCHISCH;ONDERSTEUNING_03_FINANCIEEL_PSYCHISCH;TRUE;numeric;95,28865295;1;3;NA;FALSE;1: ( 4.18%) | 2: ( 0.33%) | 3: (95.49%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1.15  | stdev = 0.467;
ONDERSTEUNING_03_FINANCIEEL_VISUEELAUDITIEF;ONDERSTEUNING_03_FINANCIEEL_VISUEELAUDITIEF;TRUE;numeric;99,27007299;1;3;NA;FALSE;1: ( 0.46%) | 3: ( 0.20%) | 2: (99.34%);Q1 = 1  | median = 1  | Q3 =  2.5  | mean = 1.64  | stdev = 0.924;
ONDERSTEUNING_03_FINANCIEEL_MOTORISCH;ONDERSTEUNING_03_FINANCIEEL_MOTORISCH;TRUE;numeric;99,800929;1;3;NA;FALSE;1: (  0.13%) | 3: ( 99.87%);Q1 = 1  | median = 1  | Q3 =  2  | mean = 1.67  | stdev = 1.15;
ONDERSTEUNING_03_FINANCIEEL_HERSTEL;ONDERSTEUNING_03_FINANCIEEL_HERSTEL;TRUE;numeric;99,867286;1;3;NA;FALSE;1: (  0.066%) | 3: ( 99.934%);Q1 = 1.5  | median = 2  | Q3 =  2.5  | mean = 2  | stdev = 1.41;
ONDERSTEUNING_03_FINANCIEEL_TOPSPORT;ONDERSTEUNING_03_FINANCIEEL_TOPSPORT;TRUE;numeric;99,734572;1;1;NA;FALSE;1: (100%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1  | stdev = 0;
ONDERSTEUNING_03_FINANCIEEL_ONDERNEMERSCHAP;ONDERSTEUNING_03_FINANCIEEL_ONDERNEMERSCHAP;TRUE;numeric;99,800929;1;1;NA;FALSE;1: (100%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1  | stdev = 0;
ONDERSTEUNING_03_FINANCIEEL_FAMILIE;ONDERSTEUNING_03_FINANCIEEL_FAMILIE;TRUE;numeric;98,40743198;1;3;NA;FALSE;1: ( 1.00%) | 3: ( 0.33%) | 2: (98.67%);Q1 = 1  | median = 1  | Q3 =  2  | mean = 1.58  | stdev = 0.83;
ONDERSTEUNING_03_FINANCIEEL_PERSOONLIJK;ONDERSTEUNING_03_FINANCIEEL_PERSOONLIJK;TRUE;numeric;99,668215;1;1;NA;FALSE;1: (100%);Q1 = 1  | median = 1  | Q3 =  1  | mean = 1  | stdev = 0;
ONDERSTEUNING_03_FINANCIEEL_ANDERS;ONDERSTEUNING_03_FINANCIEEL_ANDERS;TRUE;numeric;99,734572;2;3;NA;FALSE;2: (  0.13%) | 3: ( 99.87%);Q1 = 2  | median = 2.5  | Q3 =  3  | mean = 2.5  | stdev = 0.577;
ONDERSTEUNING_THEMA_TOETS;ONDERSTEUNING_THEMA_TOETS;TRUE;numeric;93,36429993;1;5;NA;FALSE;4: ( 2.99%) | 3: ( 1.46%) | 5: ( 1.00%) | 2: ( 0.93%) | 1: (93.63%);Q1 = 3  | median = 4  | Q3 =  4  | mean = 3.53  | stdev = 1.04;
ONDERSTEUNING_04_ADHD;ONDERSTEUNING_04_ADHD;TRUE;numeric;97,87657598;1;5;NA;FALSE;3: ( 0.80%) | 4: ( 0.60%) | 2: ( 0.46%) | 1: ( 0.13%) | 5: (98.01%);Q1 = 2  | median = 3  | Q3 =  4  | mean = 3.06  | stdev = 1.01;
ONDERSTEUNING_04_AUTISME;ONDERSTEUNING_04_AUTISME;TRUE;numeric;99,13735899;2;5;NA;FALSE;4: ( 0.597%) | 2: ( 0.133%) | 3: ( 0.066%) | 5: (99.204%);Q1 = 4  | median = 4  | Q3 =  4  | mean = 3.69  | stdev = 0.855;
ONDERSTEUNING_04_DYSLEXIE;ONDERSTEUNING_04_DYSLEXIE;TRUE;numeric;97,87657598;1;5;NA;FALSE;4: ( 1.19%) | 5: ( 0.46%) | 3: ( 0.27%) | 2: ( 0.13%) | 1: (97.94%);Q1 = 4  | median = 4  | Q3 =  4  | mean = 3.88  | stdev = 0.942;
ONDERSTEUNING_04_CHRONISCH;ONDERSTEUNING_04_CHRONISCH;TRUE;numeric;99,20371599;1;5;NA;FALSE;3: ( 0.27%) | 4: ( 0.20%) | 2: ( 0.13%) | 5: ( 0.13%) | 1: (99.27%);Q1 = 2.75  | median = 3  | Q3 =  4  | mean = 3.25  | stdev = 1.22;
ONDERSTEUNING_04_PSYCHISCH;ONDERSTEUNING_04_PSYCHISCH;TRUE;numeric;99,20371599;2;5;NA;FALSE;2: ( 0.27%) | 4: ( 0.27%) | 3: ( 0.20%) | 5: (99.27%);Q1 = 2  | median = 3  | Q3 =  4  | mean = 3.17  | stdev = 1.03;
ONDERSTEUNING_04_VISUEELAUDITIEF;ONDERSTEUNING_04_VISUEELAUDITIEF;TRUE;numeric;99,46914399;3;5;NA;FALSE;4: (  0.398%) | 3: (  0.066%) | 5: ( 99.536%);Q1 = 4  | median = 4  | Q3 =  4  | mean = 4  | stdev = 0.535;
ONDERSTEUNING_04_MOTORISCH;ONDERSTEUNING_04_MOTORISCH;TRUE;numeric;99,867286;5;5;NA;FALSE;5: (100%);Q1 = 5  | median = 5  | Q3 =  5  | mean = 5  | stdev = 0;
