Veldnaam;Veldnaam_export;In_gebruik;Veldtype;p_na;lower;upper;pattern;Uniek;Percentages;Distribution;Opmerkingen
NAE_Huidige_status_WO_master;v08b_f;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (93.42%) | Ik heb mijn diploma of certificaat behaald: ( 4.91%) | Ik volg deze opleiding nog steeds: ( 1.23%) | Ik heb de opleiding zonder diploma of certificaat verlaten: ( 0.45%);NA;
NAE_Huidige_status_andere_opleiding;v08b_g;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (96.43%) | Ik volg deze opleiding nog steeds: ( 2.46%) | Ik heb mijn diploma of certificaat behaald: ( 1.00%) | Ik heb de opleiding zonder diploma of certificaat verlaten: ( 0.11%);NA;
NAE_Betaalde_stage_na_afronden_master;v08c__2;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (87%) | Ja: (13%);NA;
NAE_Onbetaalde_stage_na_afronden_master;v08c__3;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (97.7%) | Ja: ( 2.3%);NA;
NAE_Geen_stage_na_afronden_master;v08c__1;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Ja: (85%) | Nee: (15%);NA;
NAE_Stage_totaal_aantal_weken;v08d_1;TRUE;character;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (85.38%) | 24: ( 1.90%) | 52: ( 1.56%) | 12: ( 1.34%) | 20: ( 1.23%) | 100: ( 0.89%) | 26: ( 0.78%) | 16: ( 0.67%) | 28: ( 0.67%) | 30: ( 0.56%) | Other: ( 5.02%);Q1 = 20  | median = 26  | Q3 =  49  | mean = 34.6  | stdev = 23.9;
NAE_Stage_gemiddeld_aantal_uur_per_week;v08d_2;TRUE;character;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (85.38%) | 40: ( 7.03%) | 32: ( 1.23%) | 16: ( 0.78%) | 30: ( 0.78%) | 8: ( 0.78%) | 24: ( 0.67%) | 36: ( 0.67%) | 20: ( 0.45%) | 50: ( 0.33%) | Other: ( 1.90%);Q1 = 24  | median = 40  | Q3 =  40  | mean = 32.1  | stdev = 12.4;
NAE_Betaald_werk_verricht_sinds_afronden_master;v09a;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Ja: (95.8%) | Nee: ( 4.2%);NA;
NAE_Aantal_maanden_tussen_afstudeerdatum_master_en_eerste_betaalde_baan;v09b;TRUE;character;0,000000000000000;NA;NA;NA;FALSE;0: (35.5%) | 1: (13.8%) | 2: (12.4%) | 3: ( 9.2%) | 6: ( 4.9%) | 5: ( 4.4%) | Doorverwijzing: ( 4.2%) | 4: ( 3.9%) | 8: ( 2.5%) | 12: ( 1.8%) | Other: ( 7.5%);Q1 = 0  | median = 1  | Q3 =  4  | mean = 2.71  | stdev = 3.74;
NAE_Aantal_maanden_op_zoek_geweest_naar_werk;v09c;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (39.73%) | 1: (19.64%) | 2: (11.50%) | 0: (10.60%) | 3: ( 7.25%) | 4: ( 3.46%) | 5: ( 2.79%) | 6: ( 1.79%) | 12: ( 1.12%) | 7: ( 0.67%) | Other: ( 1.45%);Q1 = 1  | median = 1  | Q3 =  3  | mean = 2.24  | stdev = 2.46;
NAE_Aantal_maanden_tussen_afstudeerdatum_master_en_eerste_betaalde_baan_op_zoek_geweest;v09d;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (95.76%) | 0: ( 1.45%) | 15: ( 0.45%) | 4: ( 0.45%) | 18: ( 0.22%) | 2: ( 0.22%) | 3: ( 0.22%) | 6: ( 0.22%) | 8: ( 0.22%) | 1: ( 0.11%) | Other: ( 0.67%);Q1 = 0  | median = 4  | Q3 =  9.75  | mean = 6.24  | stdev = 7.28;
NAE_Huidige_situatie;v10a;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Ik werk in loondienst: (67.86%) | Ik volg een promotietraject: (10.71%) | Ik volg een traineeship: ( 8.26%) | Ik ben werkloos: ( 3.68%) | Ik ben freelancer / zzp’er: ( 3.57%) | Anders, namelijk:: ( 3.01%) | Ik volg een studie: ( 1.45%) | Ik werk als uitzend- / oproepkracht: ( 0.67%) | Ik ben zelfstandig ondernemer met personeel: ( 0.45%) | Ik werk in het bedrijf van mijn ouders/partner: ( 0.22%) | Other: ( 0.11%);NA;
NAE_Huidige_situatie_anders_namelijk;v10a_text;TRUE;character;96,986607142857139;NA;NA;NA;FALSE;0 urencontract met projecten: ( 0.11%) | freelancer and employee at another company: ( 0.11%) | gedeeltelijk loondienst/zzp: ( 0.11%) | i am a stay at home parent: ( 0.11%) | i am building something while i look for specific opportunities.: ( 0.11%) | i am on burnout: ( 0.11%) | i am working in fuckingg restaurant, because i cant get a job in my field. with two master degrees!!!!!: ( 0.11%) | ik begin per 2 januari bij het rivm: ( 0.11%) | ik ben een a-status vanuit noc*nsf: ( 0.11%) | Other: (99.00%);NA;
NAE_Voorkeur_situatie;v10b;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Werken in loondienst: (63.39%) | Volgen van een promotietraject: (14.51%) | Een traineeship volgen: ( 7.25%) | Werken als zelfstandig ondernemer met personeel: ( 4.35%) | Werken als freelancer / zzp’er: ( 4.13%) | Volgen van een studie: ( 2.57%) | (Tijdelijk) niet actief zijn op de arbeidsmarkt: ( 1.67%) | Anders, namelijk:: ( 1.56%) | Een stage of werkervaringstraject doen: ( 0.22%) | Werken in het bedrijf van mijn ouders/partner: ( 0.22%) | Other: ( 0.11%);NA;
NAE_Voorkeur_situatie_anders_namelijk;v10b_text;TRUE;subset;98,437500000000000;NA;NA;NA;FALSE;combinatie werken & studeren: ( 0.11%) | generating impact either doing a doctoral programme or in my own company.: ( 0.11%) | hetgeen wat ik nu doe: ( 0.11%) | hetzelfde als mijn huidige situatie, phd, tandarts docent en tandarts parodontoloog in een praktijk: ( 0.11%) | huidige situatie: in loondienst en zzp'er: ( 0.11%) | i am a stay at home parent: ( 0.11%) | i would like to start my own business next to a part time job: ( 0.11%) | in opleiding tot specialist: ( 0.11%) | mijn huidige situatie, zie vorige vraag.: ( 0.11%) | Other: (99.00%);NA;
NAE_Momenteel_betaal_werk;v11;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Ja: (94%) | Nee: ( 6%);NA;
NAE_Beroepsbevolking;berbv;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Werkzame beroepsbevolking: (92.0%) | Onbekend: ( 4.1%) | Werkloze beroepsbevolking: ( 3.9%);NA;
NAE_Beroepsbevolking_OBV_1uur;berbv1uur;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Werkzame beroepsbevolking obv minimaal 1 uur: (92.4%) | Onbekend: ( 4.0%) | Werkloze beroepsbevolking obv minimiaal 1 uur: ( 3.6%);NA;
NAE_Aantal_contracturen_reguliere_baan;v12_a;TRUE;character;0,000000000000000;NA;NA;NA;FALSE;40: (44.98%) | 36: (18.97%) | 32: (11.83%) | Doorverwijzing: ( 6.03%) | 38: ( 5.13%) | 24: ( 2.12%) | 0: ( 1.00%) | 28: ( 1.00%) | 30: ( 1.00%) | 20: ( 0.78%) | Other: ( 7.14%);Q1 = 36  | median = 39.5  | Q3 =  40  | mean = 36.4  | stdev = 6.7;
NAE_Aantal_contracturen_andere_baan;v12_b;TRUE;character;0,000000000000000;NA;NA;NA;FALSE;0: (80.47%) | Doorverwijzing: ( 6.03%) | 40: ( 2.46%) | 8: ( 1.90%) | 36: ( 1.00%) | 16: ( 0.78%) | 20: ( 0.78%) | 4: ( 0.78%) | 5: ( 0.78%) | 10: ( 0.67%) | Other: ( 4.35%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 2.74  | stdev = 8.71;
NAE_Bruto_inkomen_reguliere_baan;v13_a;TRUE;character;0,000000000000000;NA;NA;NA;FALSE;Onbekend: (12.6%) | Doorverwijzing: ( 6.0%) | 3000: ( 4.5%) | 4000: ( 3.5%) | 3500: ( 3.3%) | 3100: ( 2.9%) | 3600: ( 2.7%) | 3200: ( 2.6%) | 3800: ( 2.5%) | 2800: ( 2.2%) | Other: (57.3%);Q1 = 2860  | median = 3350  | Q3 =  3900  | mean = 3465  | stdev = 1395;
NAE_Bruto_inkomen_reguliere_baan_overuren;v13_b;TRUE;character;0,000000000000000;NA;NA;NA;FALSE;0: (75.89%) | Onbekend: (12.95%) | Doorverwijzing: ( 6.03%) | 1: ( 1.45%) | 100: ( 0.56%) | 200: ( 0.33%) | 300: ( 0.33%) | 2000: ( 0.22%) | 500: ( 0.22%) | 1200: ( 0.11%) | Other: ( 1.90%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 37.7  | stdev = 278;
NAE_Bruto_inkomen_andere_baan;v13_c;TRUE;character;0,000000000000000;NA;NA;NA;FALSE;0: (70.87%) | Onbekend: (12.83%) | Doorverwijzing: ( 6.03%) | 1: ( 2.57%) | 200: ( 0.78%) | 100: ( 0.56%) | 300: ( 0.56%) | 1000: ( 0.45%) | 700: ( 0.45%) | 1200: ( 0.33%) | Other: ( 4.58%);Q1 = 0  | median = 0  | Q3 =  0  | mean = 99.6  | stdev = 463;
NAE_Bruto_uurloon_reguliere_baan;uurloonreg;TRUE;numeric;0,000000000000000;-2;220;NA;FALSE;-1: (13.8%) | -2: ( 6.0%) | 17.3076923076923: ( 3.3%) | 23.0769230769231: ( 2.9%) | 20.1923076923077: ( 2.1%) | 18.4615384615385: ( 1.8%) | 17.8846153846154: ( 1.6%) | 20.7692307692308: ( 1.5%) | 16.1538461538462: ( 1.3%) | 21.9230769230769: ( 1.3%) | Other: (64.3%);Q1 = 14.6004807692308  | median = 19.3932692307692  | Q3 =  23.6942307692308  | mean = 17.7  | stdev = 14.7;
NAE_Bruto_uurloon_totaal;uurloontot;TRUE;numeric;0,000000000000000;-2;220;NA;FALSE;-1: (13.2%) | -2: ( 6.0%) | 17.3076923076923: ( 2.9%) | 23.0769230769231: ( 2.9%) | 18.4615384615385: ( 1.9%) | 20.1923076923077: ( 1.9%) | 17.8846153846154: ( 1.7%) | 20.7692307692308: ( 1.5%) | 16.1538461538462: ( 1.2%) | 19.6153846153846: ( 1.2%) | Other: (65.6%);Q1 = 13.9214574898785  | median = 19.0745192307692  | Q3 =  23.625  | mean = 17.6  | stdev = 14.6;
NAE_Arbeidscontract;v14;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Vast contract: (40.74%) | Tijdelijk contract met uitzicht op vast contract: (26.45%) | Tijdelijk contract zonder uitzicht op vast contract: (17.52%) | Doorverwijzing: (10.04%) | Anders namelijk:: ( 1.90%) | Detacheringscontract: ( 1.45%) | Nulurencontract: ( 0.78%) | Uitzendcontract: ( 0.56%) | Min-maxcontract: ( 0.22%) | Oproepcontract met voorovereenkomst: ( 0.22%) | Other: ( 0.11%);NA;
NAE_Arbeidscontract_anders_namelijk;v14_text;TRUE;subset;98,102678571428569;NA;NA;NA;FALSE;zzp: ( 0.22%) | 4 jarig contract (phd): ( 0.11%) | 4-jarig contract voor promotietraject: ( 0.11%) | 6 months: ( 0.11%) | contract voor een bepaalde tijd (3 jaar).: ( 0.11%) | in opleiding: ( 0.11%) | loondienst en zzp: ( 0.11%) | opleidingscontract aios sboh: ( 0.11%) | phd contract: ( 0.11%) | Other: (98.88%);NA;
NAE_Mate_goede_carrieremogelijkheden_huidige_functie;v15a;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;In sterke mate: (45.0%) | In enige mate: (19.8%) | In zeer sterke mate: (19.4%) | In geringe mate: ( 7.3%) | Doorverwijzing: ( 6.0%) | In zeer geringe mate: ( 2.6%);NA;
NAE_Tevredenheid_huidige_functie;v15b;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Tevreden: (48.7%) | Zeer tevreden: (26.8%) | Niet ontevreden / niet tevreden: (11.7%) | Doorverwijzing: ( 6.0%) | Ontevreden: ( 5.2%) | Zeer ontevreden: ( 1.6%);NA;
NAE_Tevredenheid_huidige_functie_ontwikkelingsmogelijkheden;v15c_1;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Tevreden: (43.3%) | Zeer tevreden: (28.0%) | Niet ontevreden / niet tevreden: (13.6%) | Ontevreden: ( 7.5%) | Doorverwijzing: ( 6.0%) | Zeer ontevreden: ( 1.6%);NA;
NAE_Tevredenheid_huidige_functie_inkomsten;v15c_2;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Tevreden: (46.2%) | Niet ontevreden / niet tevreden: (19.0%) | Zeer tevreden: (15.5%) | Ontevreden: (12.1%) | Doorverwijzing: ( 6.0%) | Zeer ontevreden: ( 1.2%);NA;
NAE_Tevredenheid_huidige_functie_overige_arbeidsvoorwaarden;v15c_3;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Tevreden: (41.5%) | Zeer tevreden: (21.0%) | Niet ontevreden / niet tevreden: (18.2%) | Doorverwijzing: (10.0%) | Ontevreden: ( 8.1%) | Zeer ontevreden: ( 1.1%);NA;
NAE_Tevredenheid_huidige_functie_carriremogelijkheden;v15c_4;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Tevreden: (50.8%) | Zeer tevreden: (17.7%) | Niet ontevreden / niet tevreden: (17.0%) | Ontevreden: ( 7.1%) | Doorverwijzing: ( 6.0%) | Zeer ontevreden: ( 1.3%);NA;
NAE_Tevredenheid_huidige_functie_aard_werkzaamheden;v15c_5;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Tevreden: (49.4%) | Zeer tevreden: (23.5%) | Niet ontevreden / niet tevreden: (14.2%) | Doorverwijzing: ( 6.0%) | Ontevreden: ( 5.4%) | Zeer ontevreden: ( 1.5%);NA;
NAE_Tevredenheid_huidige_functie_aansluiting_persoonlijke_kwaliteiten;v15c_6;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Tevreden: (47.2%) | Zeer tevreden: (24.8%) | Niet ontevreden / niet tevreden: (13.2%) | Ontevreden: ( 7.3%) | Doorverwijzing: ( 6.0%) | Zeer ontevreden: ( 1.6%);NA;
NAE_Tevredenheid_huidige_functie_aansluiting_master_stof;v15c_7;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Tevreden: (33.6%) | Niet ontevreden / niet tevreden: (25.4%) | Zeer tevreden: (17.2%) | Ontevreden: (12.4%) | Doorverwijzing: ( 6.0%) | Zeer ontevreden: ( 5.4%);NA;
NAE_Tevredenheid_huidige_functie_aansluiting_master_vaardigheden;v15c_8;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Tevreden: (42.6%) | Niet ontevreden / niet tevreden: (22.1%) | Zeer tevreden: (14.2%) | Ontevreden: (10.5%) | Doorverwijzing: ( 6.0%) | Zeer ontevreden: ( 4.6%);NA;
NAE_Momenteel_op_zoek_naar_ander_betaal_werk;v15d;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Nee: (78%) | Ja: (22%);NA;
NAE_Belangrijkste_reden_ander_betaal_werk_loopbaanperspectief;v15e__1;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (77.8%) | Ja: (14.8%) | Nee: ( 7.4%);NA;
NAE_Belangrijkste_reden_ander_betaal_werk_loonperspectief;v15e__2;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (77.8%) | Ja: (13.1%) | Nee: ( 9.2%);NA;
NAE_Belangrijkste_reden_ander_betaal_werk_collegas;v15e__3;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (77.8%) | Nee: (17.3%) | Ja: ( 4.9%);NA;
NAE_Belangrijkste_reden_ander_betaal_werk_locatie;v15e__4;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (77.8%) | Nee: (18.1%) | Ja: ( 4.1%);NA;
NAE_Belangrijkste_reden_ander_betaal_werk_contractvorm;v15e__5;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (77.8%) | Nee: (18.4%) | Ja: ( 3.8%);NA;
NAE_Belangrijkste_reden_ander_betaal_werk_niveau_functie;v15e__6;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (77.8%) | Nee: (15.5%) | Ja: ( 6.7%);NA;
NAE_Belangrijkste_reden_ander_betaal_werk_inhoud_functie;v15e__7;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (77.8%) | Ja: (12.7%) | Nee: ( 9.5%);NA;
NAE_Belangrijkste_reden_ander_betaal_werk_anders;v15e__8;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (77.8%) | Nee: (20.6%) | Ja: ( 1.6%);NA;
NAE_Belangrijkste_reden_ander_betaal_werk_anders_namelijk;v15e_text;TRUE;subset;98,437500000000000;NA;NA;NA;FALSE;een baan die aansluit bij mijn studie.: ( 0.11%) | emotionele belasting van de functie: ( 0.11%) | i need a job for when i finish the phd: ( 0.11%) | ik ben werkloos: ( 0.11%) | ik werk nu 16 uur, wil er graag nog een baan van ongeveer 16 uur bij hebben: ( 0.11%) | ik zoek een baan op een lager niveau: ( 0.11%) | looking for a first job: ( 0.11%) | looking for a place where i can develop better solutions and generate posit: ( 0.11%) | management: ( 0.11%) | Other: (99.00%);NA;
NAE_Huidige_functienaam;v16a;TRUE;character;6,026785714285714;NA;NA;NA;FALSE;phd candidate: ( 2.12%) | consultant: ( 2.01%) | data scientist: ( 1.67%) | phd student: ( 1.67%) | promovendus: ( 1.45%) | basispsycholoog: ( 1.12%) | beleidsmedewerker: ( 0.78%) | phd: ( 0.78%) | arts-onderzoeker: ( 0.67%) | Other: (87.72%);NA;
NAE_Belangrijkste_werkzaamheden_en_taken;v16b;TRUE;character;6,026785714285714;NA;NA;NA;FALSE;'- balans sheet en kapitaal management verzekeraar - - - -: ( 0.11%) | '- contractbeoordeling/onderhandeling - juridisch advies - implementatie nieuwe wetgeving - contact met externe juristen/advocaten: ( 0.11%) | '- coordinatie van het justitieel vierpartijen overleg - bezoeken van de jenv bewindspersonen coordineren - beleids op cn coordineren: ( 0.11%) | '- creating surveys to collect data - data checking - presenting results in a report: ( 0.11%) | '- data valideren  - analyseren in sql - rapportages opstellen - klantencontact: ( 0.11%) | '- geven van klinische lessen aan het zorgpersoneel, met als doel hun kennis over dementie/hersenschade en het gedrag te vergroten  - voeren van gedragsvisites waarin ik met iemand van de zorg en arts het  probleemgedrag bespreken en vervolgstappen bedenken.  - meditatieve therapie geven via het zorgteam: ( 0.11%) | '- onderwijskundig advies geven - workshops ontwikkelen - workshops geven - professionalisering collega's - advisering beleid: ( 0.11%) | '- onderzoeksprojecten ondersteunen - lab inventarisatie op orde houden e.g. producten bestellen  - lab administratie op orde houden - initiële experimenten opzetten - aanspreekpunt van collega's zijn - (deels) studenten opleiden - experimenten voor collaboraties uitvoeren: ( 0.11%) | '- process improvement & efficiency - health & wellbeing - employee development & mobility - employment benefits: ( 0.11%) | Other: (99.00%);NA;
NAE_Welke_vaardigheden_en_competenties_nodig_werk;v16c;TRUE;character;6,026785714285714;NA;NA;NA;FALSE;analytisch denken: ( 0.89%) | analytisch denken, probleemoplossend vermogen: ( 0.78%) | leiderschap, analytisch denken, teamwork, probleemoplossend vermogen: ( 0.56%) | problem solving: ( 0.56%) | -: ( 0.45%) | leadership, analytical thinking, teamwork, problem solving: ( 0.45%) | analytical thinking, teamwork, problem solving: ( 0.33%) | analytisch denken, teamwork, probleemoplossend vermogen: ( 0.33%) | al het bovenstaande: ( 0.22%) | Other: (95.42%);NA;
NAE_Begindatum_huidige_functie_maand;v17a;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;September: (22.0%) | Oktober: ( 9.9%) | Augustus: ( 8.5%) | November: ( 8.4%) | Januari: ( 7.6%) | April: ( 7.1%) | Februari: ( 6.4%) | Doorverwijzing: ( 6.0%) | Mei: ( 5.9%) | Juni: ( 5.7%) | Other: (12.5%);NA;
NAE_Begindatum_huidige_functie_jaar;v17b;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;2022: (44.64%) | 2023: (38.95%) | Doorverwijzing: ( 6.03%) | 2021: ( 5.69%) | 2020: ( 1.79%) | 2019: ( 0.89%) | 2018: ( 0.78%) | 2017: ( 0.45%) | 2014: ( 0.22%) | 2016: ( 0.22%) | Other: ( 0.33%);Q1 = 2022  | median = 2022  | Q3 =  2023  | mean = 2022  | stdev = 1.31;
NAE_Soort_bedrijf_organisatie;v18a1;TRUE;character;6,026785714285714;NA;NA;NA;FALSE;ziekenhuis: ( 4.7%) | universiteit: ( 3.3%) | bank: ( 3.1%) | overheid: ( 2.9%) | consultancy: ( 2.8%) | university: ( 2.5%) | rijksoverheid: ( 1.5%) | academisch ziekenhuis: ( 1.3%) | adviesbureau: ( 1.3%) | Other: (76.6%);NA;
NAE_Soort_product_dienst;v18a2;TRUE;character;6,026785714285714;NA;NA;NA;FALSE;zorg: ( 3.6%) | consultancy: ( 2.6%) | onderwijs: ( 2.6%) | onderzoek: ( 2.1%) | advies: ( 1.7%) | -: ( 1.6%) | education: ( 1.2%) | research: ( 1.1%) | overheid: ( 1.0%) | Other: (82.6%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
NAE_Werkgever_naam;v18a3;TRUE;character;6,026785714285714;NA;NA;NA;FALSE;-: ( 3.24%) | amsterdam umc: ( 2.79%) | vrije universiteit amsterdam: ( 1.67%) | kpmg: ( 1.34%) | rabobank: ( 1.34%) | vrije universiteit: ( 1.23%) | deloitte: ( 1.12%) | pwc: ( 0.89%) | vu amsterdam: ( 0.67%) | Other: (85.71%);Q1 = NA  | median = NA  | Q3 =  NA  | mean = NaN  | stdev = NA;
NAE_Werkgever_land;v18b;TRUE;character;0,000000000000000;NA;NA;NA;FALSE;Nederland: (86.16%) | Doorverwijzing: ( 6.03%) | Duitsland: ( 1.00%) | België: ( 0.89%) | Italië: ( 0.56%) | Spanje: ( 0.56%) | Ierland: ( 0.45%) | Oostenrijk: ( 0.33%) | Verenigd Koninkrijk: ( 0.33%) | Verenigde Staten: ( 0.33%) | Other: ( 3.35%);NA;
NAE_Werkgever_plaats;v18_plaats;TRUE;character;8,370535714285714;NA;NA;NA;FALSE;amsterdam: (34.5%) | utrecht: ( 9.6%) | den haag: ( 6.8%) | rotterdam: ( 3.3%) | amstelveen: ( 1.8%) | leiden: ( 1.8%) | alkmaar: ( 1.3%) | delft: ( 1.3%) | hoofddorp: ( 1.1%) | Other: (38.4%);NA;
NAE_Werkgever_gemeente;v18_gemc;TRUE;character;0,000000000000000;NA;NA;NA;FALSE;Amsterdam: (34.5%) | Doorverwijzing: (13.8%) | Utrecht: ( 9.6%) | `s-Gravenhage: ( 6.8%) | Rotterdam: ( 3.3%) | Onbekend: ( 2.8%) | Haarlemmermeer: ( 2.0%) | Amstelveen: ( 1.8%) | Leiden: ( 1.8%) | Alkmaar: ( 1.3%) | Other: (22.2%);NA;
NAE_Werkgever_provincie;v18_prov;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Noord-Holland: (45.6%) | Zuid-Holland: (15.2%) | Utrecht: (12.5%) | Buitenland: ( 7.8%) | Doorverwijzing: ( 6.0%) | Gelderland: ( 3.2%) | Noord-Brabant: ( 2.7%) | Onbekend: ( 2.7%) | Flevoland: ( 1.5%) | Overijssel: ( 1.3%) | Other: ( 1.5%);NA;
NAE_Werkgever_provincie_universiteit;v18amob;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Zelfde provincie als universiteit: (45.6%) | Aangrenzende provincie: (27.7%) | Overige provincie: (10.2%) | Buitenland: ( 7.8%) | Doorverwijzing: ( 6.0%) | Onbekend: ( 2.7%);NA;
NAE_Branche_werkzaam;v19;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Gezondheids- en welzijnszorg: (21.8%) | Overig: (17.2%) | Financiële instellingen: (12.2%) | Overheidsdiensten, openbaar bestuur en verplichte sociale verzekeringen: (11.3%) | Onderwijs: (10.9%) | Zakelijke dienstverlening (incl. onroerend goed, verhuur van roerende goederen): ( 8.6%) | Doorverwijzing: ( 6.0%) | Milieudienstverlening, cultuur, recreatie en overige dienstverlening: ( 3.3%) | Industrie: ( 2.0%) | Vervoer, opslag en communicatie: ( 1.7%) | Other: ( 5.0%);NA;
NAE_Hoeveel_personen_werken_bij_bedrijf_werkzaam;v20;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;1.000 personen of meer: (49.8%) | 250 – 999 personen: (11.0%) | 100 – 249 personen: (10.3%) | 50 – 99 personen: ( 6.0%) | Doorverwijzing: ( 6.0%) | 25 – 49 personen: ( 5.9%) | 1 – 9 personen: ( 5.8%) | 10 – 24 personen: ( 5.1%);NA;
NAE_Werkgever_minimale_vereist_opleidingsniveau;v21a;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Wo: (56.92%) | Hbo: (20.54%) | Wo met postdoctorale opleiding: ( 7.37%) | Doorverwijzing: ( 6.03%) | Onbekend: ( 4.24%) | Geen: ( 3.12%) | Anders (hbo associate degree, havo, vwo, mbo): ( 1.67%) | Wo gepromoveerd: ( 0.11%);NA;
NAE_Werkgever_minimale_vereist_opleidingsniveau_Fase_WO;v21a1;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Wo-master: (45.1%) | Doorverwijzing: (43.1%) | Niet gespecificeerd: ( 6.4%) | Wo-bachelor: ( 5.5%);NA;
NAE_Werkgever_minimale_vereist_opleidingsniveau_Fase_HBO;v21a2;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Doorverwijzing: (79.5%) | Niet gespecificeerd: (10.4%) | Hbo-bachelor: ( 8.9%) | Hbo-master: ( 1.2%);NA;
NAE_Werkgever_minimale_vereist_opleidingsniveau;v21a;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Wo: (56.92%) | Hbo: (20.54%) | Wo met postdoctorale opleiding: ( 7.37%) | Doorverwijzing: ( 6.03%) | Onbekend: ( 4.24%) | Geen: ( 3.12%) | Anders (hbo associate degree, havo, vwo, mbo): ( 1.67%) | Wo gepromoveerd: ( 0.11%);NA;
NAE_Werkgever_vereist_opleidinsrichting;v21b;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;Mijn eigen of verwante richting: (54.1%) | Geen specifieke richting: (21.9%) | Uitsluitend eigen richting: (14.3%) | Doorverwijzing: ( 6.0%) | Een geheel andere richting: ( 3.7%);NA;
NAE_Competentie_kritisch_denken_beschik;v22a_1a;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;In sterke mate: (52.57%) | In zeer sterke mate: (34.60%) | In enige mate: (10.94%) | In geringe mate: ( 1.23%) | Onbekend: ( 0.45%) | In zeer geringe mate: ( 0.11%) | Niet: ( 0.11%);NA;
NAE_Competentie_analytisch_denken_beschik;v22a_2a;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;In sterke mate: (50.33%) | In zeer sterke mate: (36.50%) | In enige mate: (11.05%) | In geringe mate: ( 1.45%) | Onbekend: ( 0.45%) | In zeer geringe mate: ( 0.11%) | Niet: ( 0.11%);NA;
NAE_Competentie_standpunten_onderbouwen_beschik;v22a_3a;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;In sterke mate: (50.33%) | In enige mate: (24.78%) | In zeer sterke mate: (20.09%) | In geringe mate: ( 3.35%) | Onbekend: ( 0.78%) | In zeer geringe mate: ( 0.67%);NA;
NAE_Competentie_complexe_vraagstukken_oplossen_beschik;v22a_4a;TRUE;subset;0,000000000000000;NA;NA;NA;FALSE;In sterke mate: (51.34%) | In zeer sterke mate: (24.89%) | In enige mate: (20.65%) | In geringe mate: ( 2.46%) | Onbekend: ( 0.45%) | In zeer geringe mate: ( 0.22%);NA;
